kind,idx,failed_u,failed_v,outages,avg_delta_pmus,max_delta_pmus,avg_cov_fixed,avg_cov_reopt,is_critical
trafo,74,94,102,50,0.48,3,99.51333333333334,100.0,True
trafo,75,99,93,50,0.46,3,99.51333333333334,100.0,True
trafo,76,135,100,50,0.52,3,99.51333333333334,100.0,True
trafo,77,108,109,50,0.68,3,99.51333333333334,100.0,True
trafo,78,108,128,50,0.46,3,99.51333333333334,100.0,True
trafo,79,110,148,50,0.46,3,99.18,100.0,True
trafo,80,119,152,50,0.46,3,99.51333333333334,100.0,True
trafo,81,120,153,50,0.46,3,99.51333333333334,100.0,True
trafo,82,121,122,50,0.46,3,99.51333333333334,100.0,True
trafo,83,121,126,50,0.52,3,99.5,100.0,True
trafo,84,123,158,50,0.48,3,99.51333333333334,100.0,True
trafo,85,129,148,50,0.46,3,99.51333333333334,100.0,True
trafo,86,131,161,50,0.5,3,99.51333333333334,100.0,True
trafo,87,133,134,50,0.46,3,99.51333333333334,100.0,True
trafo,88,137,95,50,0.46,3,99.18,100.0,True
trafo,89,138,102,50,0.48,3,99.18,100.0,True
trafo,90,141,115,50,-0.52,2,99.18666666666667,100.0,False
trafo,91,142,133,50,-0.5,2,99.18,100.0,False
trafo,92,160,117,50,0.5,3,99.51333333333334,100.0,True
trafo,93,188,167,50,1.3,3,99.51333333333334,100.0,True
trafo,94,174,171,50,0.44,3,99.51333333333334,100.0,True
trafo,95,173,190,50,0.48,3,99.51333333333334,100.0,True
trafo,96,178,226,50,0.46,3,99.51333333333334,100.0,True
trafo,97,56,179,50,0.44,3,99.51333333333334,100.0,True
trafo,98,189,180,50,1.88,4,99.18666666666667,100.0,True
trafo,99,245,182,50,1.42,4,99.18,100.0,True
trafo,100,176,187,50,0.38,2,99.51333333333334,100.0,True
trafo,101,190,189,50,1.92,4,99.18666666666667,100.0,True
trafo,102,197,196,50,0.48,3,99.51333333333334,100.0,True
trafo,103,202,201,50,0.54,3,99.51333333333334,100.0,True
trafo,104,207,208,50,0.48,3,99.18,100.0,True
trafo,105,212,214,50,0.5,3,99.18,100.0,True
trafo,106,216,217,50,0.56,3,99.18,100.0,True
trafo,107,97,242,50,0.48,3,99.19333333333334,100.0,True
trafo,108,98,243,50,0.52,3,99.18666666666667,100.0,True
trafo,109,1,247,50,0.68,3,99.18666666666667,100.0,True
trafo,110,2,248,50,1.44,4,99.18666666666667,100.0,True
trafo,111,52,259,50,1.44,4,99.18666666666667,100.0,True
trafo,112,53,260,50,1.46,4,99.18,100.0,True
trafo,113,144,264,50,0.48,3,99.18,100.0,True
trafo,114,22,253,50,1.48,4,99.18,100.0,True
trafo,115,0,246,50,0.74,3,99.18666666666667,100.0,True
trafo,116,108,262,50,1.44,4,99.18666666666667,100.0,True
trafo,117,10,249,50,1.44,4,99.18666666666667,100.0,True
trafo,118,21,252,50,0.56,3,99.19333333333334,100.0,True
trafo,119,42,256,50,1.36,4,99.19333333333334,100.0,True
trafo,120,117,263,50,1.48,4,99.18666666666667,100.0,True
trafo,121,11,250,50,0.74,3,99.18666666666667,100.0,True
trafo,122,16,251,50,0.48,3,99.18,100.0,True
trafo,123,32,254,50,0.46,3,99.18,100.0,True
trafo,124,48,258,50,1.46,4,99.18,100.0,True
trafo,125,37,255,50,1.44,4,99.18,100.0,True
trafo,126,47,257,50,1.38,4,99.18666666666667,100.0,True
trafo,127,58,261,50,0.58,4,99.18,100.0,True
