kind,idx,failed_u,failed_v,outages,avg_delta_pmus,max_delta_pmus,avg_cov_fixed,avg_cov_reopt,is_critical
line,102,70,71,50,1.9,3,97.71186440677965,100.0,True
line,103,70,72,50,1.92,3,97.69491525423729,100.0,True
line,104,69,73,50,0.26,1,98.54237288135593,100.0,True
line,105,69,74,50,0.34,2,98.52542372881356,100.0,True
line,106,68,74,50,0.4,2,98.54237288135593,100.0,True
line,107,73,74,50,1.04,2,97.71186440677965,100.0,True
line,108,75,76,50,0.8,2,97.69491525423729,100.0,True
line,109,68,76,50,0.42,2,98.54237288135593,100.0,True
line,110,74,76,50,0.94,2,98.54237288135593,100.0,True
line,111,76,77,50,0.8,2,97.69491525423729,100.0,True
line,112,77,78,50,0.4,2,98.54237288135593,100.0,True
line,113,76,79,50,0.4,2,98.54237288135593,100.0,True
line,114,76,79,50,0.4,2,98.54237288135593,100.0,True
line,115,78,79,50,0.78,3,97.69491525423729,100.0,True
line,116,76,81,50,0.78,2,97.69491525423729,100.0,True
line,117,81,82,50,0.4,2,98.54237288135593,100.0,True
line,118,82,83,50,0.4,2,98.54237288135593,100.0,True
line,119,82,84,50,1.38,3,97.71186440677965,100.0,True
line,120,83,84,50,1.38,3,97.69491525423729,100.0,True
line,121,84,85,50,0.6,2,98.54237288135593,100.0,True
line,122,84,87,50,0.52,2,98.50847457627118,100.0,True
line,123,84,88,50,0.4,2,98.54237288135593,100.0,True
line,124,87,88,50,0.4,2,98.54237288135593,100.0,True
line,125,88,89,50,0.4,2,98.54237288135593,100.0,True
line,126,88,89,50,0.4,2,98.52542372881356,100.0,True
line,127,89,90,50,0.44,2,98.54237288135593,100.0,True
line,128,88,91,50,0.4,2,98.54237288135593,100.0,True
line,129,88,91,50,0.4,2,98.54237288135593,100.0,True
line,130,90,91,50,0.42,2,97.72881355932205,100.0,True
line,131,91,92,50,0.46,3,98.52542372881356,100.0,True
line,132,91,93,50,0.42,2,98.54237288135593,100.0,True
line,133,92,93,50,0.4,2,98.54237288135593,100.0,True
line,134,93,94,50,0.4,2,97.69491525423729,100.0,True
line,135,79,95,50,0.36,2,98.54237288135593,100.0,True
line,136,81,95,50,0.4,2,98.54237288135593,100.0,True
line,137,93,95,50,0.4,2,98.52542372881356,100.0,True
line,138,79,96,50,0.4,2,97.72881355932205,100.0,True
line,139,79,97,50,0.36,2,98.54237288135593,100.0,True
line,140,79,98,50,0.36,2,98.54237288135593,100.0,True
line,141,91,99,50,0.8,2,98.54237288135593,100.0,True
line,142,93,99,50,0.82,2,98.54237288135593,100.0,True
line,143,94,95,50,0.44,3,98.54237288135593,100.0,True
line,144,95,96,50,0.44,3,98.54237288135593,100.0,True
line,145,97,99,50,0.82,2,98.54237288135593,100.0,True
line,146,98,99,50,0.84,2,98.52542372881356,100.0,True
line,147,99,100,50,1.06,3,97.71186440677965,100.0,True
line,148,91,101,50,0.46,3,97.69491525423729,100.0,True
line,149,100,101,50,0.4,2,98.54237288135593,100.0,True
line,150,99,102,50,0.8,2,98.54237288135593,100.0,True
line,151,99,103,50,0.82,2,98.54237288135593,100.0,True
line,152,102,103,50,0.4,2,98.54237288135593,100.0,True
line,153,102,104,50,0.4,2,98.54237288135593,100.0,True
line,154,99,105,50,0.82,2,98.54237288135593,100.0,True
line,155,103,104,50,0.42,2,98.54237288135593,100.0,True
line,156,104,105,50,0.44,2,98.52542372881356,100.0,True
line,157,104,106,50,1.36,3,97.72881355932205,100.0,True
line,158,104,107,50,1.36,3,97.69491525423729,100.0,True
line,159,105,106,50,0.4,2,98.54237288135593,100.0,True
line,160,107,108,50,0.4,2,98.54237288135593,100.0,True
line,161,102,109,50,0.4,2,98.54237288135593,100.0,True
line,162,108,109,50,1.36,3,97.69491525423729,100.0,True
line,163,109,110,50,1.4,3,97.69491525423729,100.0,True
line,164,109,111,50,1.38,3,97.71186440677965,100.0,True
line,165,16,112,50,0.46,2,98.52542372881356,100.0,True
line,166,31,112,50,0.6,3,98.52542372881356,100.0,True
line,167,31,113,50,0.6,3,97.69491525423729,100.0,True
line,168,26,114,50,-0.44,2,97.69491525423729,100.0,False
line,169,113,114,50,0.4,2,98.54237288135593,100.0,True
line,170,11,116,50,1.4,3,97.69491525423729,100.0,True
line,171,74,117,50,1.04,2,97.69491525423729,100.0,True
line,172,75,117,50,0.4,2,98.54237288135593,100.0,True
trafo,0,7,4,50,0.52,2,98.52542372881356,100.0,True
trafo,1,25,24,50,0.56,2,97.83050847457628,100.0,True
trafo,2,29,16,50,0.5,3,97.88135593220339,100.0,True
trafo,3,37,36,50,0.38,2,97.86440677966102,100.0,True
trafo,4,62,58,50,-0.2,2,97.76271186440677,100.0,False
trafo,5,63,60,50,0.34,2,97.79661016949153,100.0,True
trafo,6,64,65,50,0.52,2,98.54237288135593,100.0,True
trafo,7,64,67,50,0.68,3,97.83050847457628,100.0,True
trafo,8,67,68,50,0.4,2,98.54237288135593,100.0,True
trafo,9,80,67,50,0.58,3,98.37288135593221,100.0,True
trafo,10,80,79,50,0.58,3,98.45762711864407,100.0,True
trafo,11,86,85,50,0.4,2,97.86440677966102,100.0,True
trafo,12,115,67,50,0.74,3,97.83050847457628,100.0,True
